"","thr","method","basemethod","meas","fullmethod","splitval","NBR","TP","FP","TN","FN","TOT_CALLED","DIFF","NONDIFF","TPR","FDR","satis","method.satis"
"323",0.108,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",804,728,76,6745,9,7558,747,6965,0.974564926372155,0.0945273631840796,"yes","pseudobulk_overallyes"
"324",0.108,"scp","scp","__padj","scp_overall","overall",921,736,185,6780,11,7712,747,6965,0.985274431057564,0.200868621064061,"no","scp_overallno"
"325",0.109,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1117,732,385,6436,5,7558,747,6965,0.979919678714859,0.344673231871083,"no","msqrob2_overallno"
"326",0.109,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",805,728,77,6744,9,7558,747,6965,0.974564926372155,0.0956521739130435,"yes","pseudobulk_overallyes"
"327",0.109,"scp","scp","__padj","scp_overall","overall",924,736,188,6777,11,7712,747,6965,0.985274431057564,0.203463203463203,"no","scp_overallno"
"328",0.11,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1119,732,387,6434,5,7558,747,6965,0.979919678714859,0.345844504021448,"no","msqrob2_overallno"
"329",0.11,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",805,728,77,6744,9,7558,747,6965,0.974564926372155,0.0956521739130435,"yes","pseudobulk_overallyes"
"330",0.11,"scp","scp","__padj","scp_overall","overall",927,736,191,6774,11,7712,747,6965,0.985274431057564,0.206040992448759,"no","scp_overallno"
"331",0.111,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1124,732,392,6429,5,7558,747,6965,0.979919678714859,0.348754448398576,"no","msqrob2_overallno"
"332",0.111,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",805,728,77,6744,9,7558,747,6965,0.974564926372155,0.0956521739130435,"yes","pseudobulk_overallyes"
"333",0.111,"scp","scp","__padj","scp_overall","overall",927,736,191,6774,11,7712,747,6965,0.985274431057564,0.206040992448759,"no","scp_overallno"
"334",0.112,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1126,732,394,6427,5,7558,747,6965,0.979919678714859,0.349911190053286,"no","msqrob2_overallno"
"335",0.112,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",806,728,78,6743,9,7558,747,6965,0.974564926372155,0.0967741935483871,"yes","pseudobulk_overallyes"
"336",0.112,"scp","scp","__padj","scp_overall","overall",927,736,191,6774,11,7712,747,6965,0.985274431057564,0.206040992448759,"no","scp_overallno"
"337",0.113,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1127,732,395,6426,5,7558,747,6965,0.979919678714859,0.350488021295475,"no","msqrob2_overallno"
"338",0.113,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",806,728,78,6743,9,7558,747,6965,0.974564926372155,0.0967741935483871,"yes","pseudobulk_overallyes"
"339",0.113,"scp","scp","__padj","scp_overall","overall",928,736,192,6773,11,7712,747,6965,0.985274431057564,0.206896551724138,"no","scp_overallno"
"340",0.114,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1128,732,396,6425,5,7558,747,6965,0.979919678714859,0.351063829787234,"no","msqrob2_overallno"
"341",0.114,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",806,728,78,6743,9,7558,747,6965,0.974564926372155,0.0967741935483871,"yes","pseudobulk_overallyes"
"342",0.114,"scp","scp","__padj","scp_overall","overall",931,736,195,6770,11,7712,747,6965,0.985274431057564,0.209452201933405,"no","scp_overallno"
"343",0.115,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1129,732,397,6424,5,7558,747,6965,0.979919678714859,0.351638618246236,"no","msqrob2_overallno"
"344",0.115,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",806,728,78,6743,9,7558,747,6965,0.974564926372155,0.0967741935483871,"yes","pseudobulk_overallyes"
"345",0.115,"scp","scp","__padj","scp_overall","overall",931,736,195,6770,11,7712,747,6965,0.985274431057564,0.209452201933405,"no","scp_overallno"
"346",0.116,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1132,732,400,6421,5,7558,747,6965,0.979919678714859,0.353356890459364,"no","msqrob2_overallno"
"347",0.116,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",806,728,78,6743,9,7558,747,6965,0.974564926372155,0.0967741935483871,"yes","pseudobulk_overallyes"
"348",0.116,"scp","scp","__padj","scp_overall","overall",933,736,197,6768,11,7712,747,6965,0.985274431057564,0.211146838156484,"no","scp_overallno"
"349",0.117,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1134,732,402,6419,5,7558,747,6965,0.979919678714859,0.354497354497354,"no","msqrob2_overallno"
"350",0.117,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",806,728,78,6743,9,7558,747,6965,0.974564926372155,0.0967741935483871,"yes","pseudobulk_overallyes"
"351",0.117,"scp","scp","__padj","scp_overall","overall",934,736,198,6767,11,7712,747,6965,0.985274431057564,0.211991434689507,"no","scp_overallno"
"352",0.118,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1136,732,404,6417,5,7558,747,6965,0.979919678714859,0.355633802816901,"no","msqrob2_overallno"
"353",0.118,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",806,728,78,6743,9,7558,747,6965,0.974564926372155,0.0967741935483871,"yes","pseudobulk_overallyes"
"354",0.118,"scp","scp","__padj","scp_overall","overall",934,736,198,6767,11,7712,747,6965,0.985274431057564,0.211991434689507,"no","scp_overallno"
"355",0.119,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1143,732,411,6410,5,7558,747,6965,0.979919678714859,0.359580052493438,"no","msqrob2_overallno"
"356",0.119,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",808,728,80,6741,9,7558,747,6965,0.974564926372155,0.099009900990099,"yes","pseudobulk_overallyes"
"357",0.119,"scp","scp","__padj","scp_overall","overall",935,736,199,6766,11,7712,747,6965,0.985274431057564,0.21283422459893,"no","scp_overallno"
"358",0.12,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1145,732,413,6408,5,7558,747,6965,0.979919678714859,0.360698689956332,"no","msqrob2_overallno"
"359",0.12,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",811,728,83,6738,9,7558,747,6965,0.974564926372155,0.102342786683107,"yes","pseudobulk_overallyes"
"360",0.12,"scp","scp","__padj","scp_overall","overall",935,736,199,6766,11,7712,747,6965,0.985274431057564,0.21283422459893,"no","scp_overallno"
"361",0.121,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1149,732,417,6404,5,7558,747,6965,0.979919678714859,0.362924281984334,"no","msqrob2_overallno"
"362",0.121,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",812,728,84,6737,9,7558,747,6965,0.974564926372155,0.103448275862069,"yes","pseudobulk_overallyes"
"363",0.121,"scp","scp","__padj","scp_overall","overall",936,736,200,6765,11,7712,747,6965,0.985274431057564,0.213675213675214,"no","scp_overallno"
"364",0.122,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1152,732,420,6401,5,7558,747,6965,0.979919678714859,0.364583333333333,"no","msqrob2_overallno"
"365",0.122,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",813,728,85,6736,9,7558,747,6965,0.974564926372155,0.104551045510455,"yes","pseudobulk_overallyes"
"366",0.122,"scp","scp","__padj","scp_overall","overall",936,736,200,6765,11,7712,747,6965,0.985274431057564,0.213675213675214,"no","scp_overallno"
"367",0.123,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1156,732,424,6397,5,7558,747,6965,0.979919678714859,0.366782006920415,"no","msqrob2_overallno"
"368",0.123,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",818,728,90,6731,9,7558,747,6965,0.974564926372155,0.110024449877751,"yes","pseudobulk_overallyes"
"369",0.123,"scp","scp","__padj","scp_overall","overall",936,736,200,6765,11,7712,747,6965,0.985274431057564,0.213675213675214,"no","scp_overallno"
"370",0.124,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1158,732,426,6395,5,7558,747,6965,0.979919678714859,0.367875647668394,"no","msqrob2_overallno"
"371",0.124,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",819,728,91,6730,9,7558,747,6965,0.974564926372155,0.111111111111111,"yes","pseudobulk_overallyes"
"372",0.124,"scp","scp","__padj","scp_overall","overall",936,736,200,6765,11,7712,747,6965,0.985274431057564,0.213675213675214,"no","scp_overallno"
"373",0.125,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1161,732,429,6392,5,7558,747,6965,0.979919678714859,0.369509043927649,"no","msqrob2_overallno"
"374",0.125,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",821,728,93,6728,9,7558,747,6965,0.974564926372155,0.113276492082826,"yes","pseudobulk_overallyes"
"375",0.125,"scp","scp","__padj","scp_overall","overall",938,736,202,6763,11,7712,747,6965,0.985274431057564,0.215351812366738,"no","scp_overallno"
"376",0.126,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1166,732,434,6387,5,7558,747,6965,0.979919678714859,0.37221269296741,"no","msqrob2_overallno"
"377",0.126,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",821,728,93,6728,9,7558,747,6965,0.974564926372155,0.113276492082826,"yes","pseudobulk_overallyes"
"378",0.126,"scp","scp","__padj","scp_overall","overall",941,736,205,6760,11,7712,747,6965,0.985274431057564,0.217853347502657,"no","scp_overallno"
"379",0.127,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1172,732,440,6381,5,7558,747,6965,0.979919678714859,0.37542662116041,"no","msqrob2_overallno"
"380",0.127,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",822,728,94,6727,9,7558,747,6965,0.974564926372155,0.114355231143552,"yes","pseudobulk_overallyes"
"381",0.127,"scp","scp","__padj","scp_overall","overall",945,737,208,6757,10,7712,747,6965,0.98661311914324,0.22010582010582,"no","scp_overallno"
"382",0.128,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1179,732,447,6374,5,7558,747,6965,0.979919678714859,0.379134860050891,"no","msqrob2_overallno"
"383",0.128,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",822,728,94,6727,9,7558,747,6965,0.974564926372155,0.114355231143552,"yes","pseudobulk_overallyes"
"384",0.128,"scp","scp","__padj","scp_overall","overall",947,737,210,6755,10,7712,747,6965,0.98661311914324,0.221752903907075,"no","scp_overallno"
"385",0.129,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1180,732,448,6373,5,7558,747,6965,0.979919678714859,0.379661016949153,"no","msqrob2_overallno"
"386",0.129,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",823,728,95,6726,9,7558,747,6965,0.974564926372155,0.11543134872418,"yes","pseudobulk_overallyes"
"387",0.129,"scp","scp","__padj","scp_overall","overall",949,737,212,6753,10,7712,747,6965,0.98661311914324,0.223393045310854,"no","scp_overallno"
"388",0.13,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1184,732,452,6369,5,7558,747,6965,0.979919678714859,0.381756756756757,"no","msqrob2_overallno"
"389",0.13,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",823,728,95,6726,9,7558,747,6965,0.974564926372155,0.11543134872418,"yes","pseudobulk_overallyes"
"390",0.13,"scp","scp","__padj","scp_overall","overall",950,737,213,6752,10,7712,747,6965,0.98661311914324,0.224210526315789,"no","scp_overallno"
"391",0.131,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1185,732,453,6368,5,7558,747,6965,0.979919678714859,0.382278481012658,"no","msqrob2_overallno"
"392",0.131,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",827,728,99,6722,9,7558,747,6965,0.974564926372155,0.119709794437727,"yes","pseudobulk_overallyes"
"393",0.131,"scp","scp","__padj","scp_overall","overall",950,737,213,6752,10,7712,747,6965,0.98661311914324,0.224210526315789,"no","scp_overallno"
"394",0.132,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1189,732,457,6364,5,7558,747,6965,0.979919678714859,0.384356602186712,"no","msqrob2_overallno"
"395",0.132,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",828,728,100,6721,9,7558,747,6965,0.974564926372155,0.120772946859903,"yes","pseudobulk_overallyes"
"396",0.132,"scp","scp","__padj","scp_overall","overall",952,737,215,6750,10,7712,747,6965,0.98661311914324,0.225840336134454,"no","scp_overallno"
"397",0.133,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1193,732,461,6360,5,7558,747,6965,0.979919678714859,0.386420787929589,"no","msqrob2_overallno"
"398",0.133,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",829,728,101,6720,9,7558,747,6965,0.974564926372155,0.12183353437877,"yes","pseudobulk_overallyes"
"399",0.133,"scp","scp","__padj","scp_overall","overall",953,737,216,6749,10,7712,747,6965,0.98661311914324,0.226652675760756,"no","scp_overallno"
"400",0.134,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1195,732,463,6358,5,7558,747,6965,0.979919678714859,0.38744769874477,"no","msqrob2_overallno"
"401",0.134,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",830,728,102,6719,9,7558,747,6965,0.974564926372155,0.12289156626506,"yes","pseudobulk_overallyes"
"402",0.134,"scp","scp","__padj","scp_overall","overall",956,737,219,6746,10,7712,747,6965,0.98661311914324,0.22907949790795,"no","scp_overallno"
"403",0.135,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1196,732,464,6357,5,7558,747,6965,0.979919678714859,0.387959866220736,"no","msqrob2_overallno"
"404",0.135,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",833,728,105,6716,9,7558,747,6965,0.974564926372155,0.126050420168067,"yes","pseudobulk_overallyes"
"405",0.135,"scp","scp","__padj","scp_overall","overall",960,737,223,6742,10,7712,747,6965,0.98661311914324,0.232291666666667,"no","scp_overallno"
"406",0.136,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1201,732,469,6352,5,7558,747,6965,0.979919678714859,0.390507910074938,"no","msqrob2_overallno"
"407",0.136,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",833,728,105,6716,9,7558,747,6965,0.974564926372155,0.126050420168067,"yes","pseudobulk_overallyes"
"408",0.136,"scp","scp","__padj","scp_overall","overall",961,737,224,6741,10,7712,747,6965,0.98661311914324,0.23309053069719,"no","scp_overallno"
"409",0.137,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1205,732,473,6348,5,7558,747,6965,0.979919678714859,0.39253112033195,"no","msqrob2_overallno"
"410",0.137,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",833,728,105,6716,9,7558,747,6965,0.974564926372155,0.126050420168067,"yes","pseudobulk_overallyes"
"411",0.137,"scp","scp","__padj","scp_overall","overall",961,737,224,6741,10,7712,747,6965,0.98661311914324,0.23309053069719,"no","scp_overallno"
"412",0.138,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1211,732,479,6342,5,7558,747,6965,0.979919678714859,0.395540875309661,"no","msqrob2_overallno"
"413",0.138,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",834,728,106,6715,9,7558,747,6965,0.974564926372155,0.127098321342926,"yes","pseudobulk_overallyes"
"414",0.138,"scp","scp","__padj","scp_overall","overall",962,737,225,6740,10,7712,747,6965,0.98661311914324,0.233887733887734,"no","scp_overallno"
"415",0.139,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1215,732,483,6338,5,7558,747,6965,0.979919678714859,0.397530864197531,"no","msqrob2_overallno"
"416",0.139,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",835,728,107,6714,9,7558,747,6965,0.974564926372155,0.12814371257485,"yes","pseudobulk_overallyes"
"417",0.139,"scp","scp","__padj","scp_overall","overall",963,737,226,6739,10,7712,747,6965,0.98661311914324,0.234683281412253,"no","scp_overallno"
"418",0.14,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1219,732,487,6334,5,7558,747,6965,0.979919678714859,0.399507793273175,"no","msqrob2_overallno"
"419",0.14,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",835,728,107,6714,9,7558,747,6965,0.974564926372155,0.12814371257485,"yes","pseudobulk_overallyes"
"420",0.14,"scp","scp","__padj","scp_overall","overall",965,737,228,6737,10,7712,747,6965,0.98661311914324,0.236269430051813,"no","scp_overallno"
"421",0.141,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1219,732,487,6334,5,7558,747,6965,0.979919678714859,0.399507793273175,"no","msqrob2_overallno"
"422",0.141,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",835,728,107,6714,9,7558,747,6965,0.974564926372155,0.12814371257485,"yes","pseudobulk_overallyes"
"423",0.141,"scp","scp","__padj","scp_overall","overall",965,737,228,6737,10,7712,747,6965,0.98661311914324,0.236269430051813,"no","scp_overallno"
"424",0.142,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1227,732,495,6326,5,7558,747,6965,0.979919678714859,0.403422982885086,"no","msqrob2_overallno"
"425",0.142,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",835,728,107,6714,9,7558,747,6965,0.974564926372155,0.12814371257485,"yes","pseudobulk_overallyes"
"426",0.142,"scp","scp","__padj","scp_overall","overall",968,737,231,6734,10,7712,747,6965,0.98661311914324,0.238636363636364,"no","scp_overallno"
"427",0.143,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1234,732,502,6319,5,7558,747,6965,0.979919678714859,0.406807131280389,"no","msqrob2_overallno"
"428",0.143,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",835,728,107,6714,9,7558,747,6965,0.974564926372155,0.12814371257485,"yes","pseudobulk_overallyes"
"429",0.143,"scp","scp","__padj","scp_overall","overall",974,738,236,6729,9,7712,747,6965,0.987951807228916,0.242299794661191,"no","scp_overallno"
"430",0.144,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1235,732,503,6318,5,7558,747,6965,0.979919678714859,0.407287449392713,"no","msqrob2_overallno"
"431",0.144,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",835,728,107,6714,9,7558,747,6965,0.974564926372155,0.12814371257485,"yes","pseudobulk_overallyes"
"432",0.144,"scp","scp","__padj","scp_overall","overall",975,738,237,6728,9,7712,747,6965,0.987951807228916,0.243076923076923,"no","scp_overallno"
"433",0.145,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1239,732,507,6314,5,7558,747,6965,0.979919678714859,0.409200968523002,"no","msqrob2_overallno"
"434",0.145,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",836,728,108,6713,9,7558,747,6965,0.974564926372155,0.129186602870813,"yes","pseudobulk_overallyes"
"435",0.145,"scp","scp","__padj","scp_overall","overall",979,738,241,6724,9,7712,747,6965,0.987951807228916,0.246169560776302,"no","scp_overallno"
"436",0.146,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1239,732,507,6314,5,7558,747,6965,0.979919678714859,0.409200968523002,"no","msqrob2_overallno"
"437",0.146,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",836,728,108,6713,9,7558,747,6965,0.974564926372155,0.129186602870813,"yes","pseudobulk_overallyes"
"438",0.146,"scp","scp","__padj","scp_overall","overall",983,738,245,6720,9,7712,747,6965,0.987951807228916,0.249237029501526,"no","scp_overallno"
"439",0.147,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1242,732,510,6311,5,7558,747,6965,0.979919678714859,0.410628019323671,"no","msqrob2_overallno"
"440",0.147,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",836,728,108,6713,9,7558,747,6965,0.974564926372155,0.129186602870813,"yes","pseudobulk_overallyes"
"441",0.147,"scp","scp","__padj","scp_overall","overall",984,738,246,6719,9,7712,747,6965,0.987951807228916,0.25,"no","scp_overallno"
"442",0.148,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1245,732,513,6308,5,7558,747,6965,0.979919678714859,0.412048192771084,"no","msqrob2_overallno"
"443",0.148,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",838,728,110,6711,9,7558,747,6965,0.974564926372155,0.13126491646778,"yes","pseudobulk_overallyes"
"444",0.148,"scp","scp","__padj","scp_overall","overall",985,738,247,6718,9,7712,747,6965,0.987951807228916,0.250761421319797,"no","scp_overallno"
"445",0.149,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1254,732,522,6299,5,7558,747,6965,0.979919678714859,0.416267942583732,"no","msqrob2_overallno"
"446",0.149,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",844,728,116,6705,9,7558,747,6965,0.974564926372155,0.137440758293839,"yes","pseudobulk_overallyes"
"447",0.149,"scp","scp","__padj","scp_overall","overall",987,738,249,6716,9,7712,747,6965,0.987951807228916,0.252279635258359,"no","scp_overallno"
"448",0.15,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1259,732,527,6294,5,7558,747,6965,0.979919678714859,0.418586179507546,"no","msqrob2_overallno"
"449",0.15,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",846,728,118,6703,9,7558,747,6965,0.974564926372155,0.139479905437352,"yes","pseudobulk_overallyes"
"450",0.15,"scp","scp","__padj","scp_overall","overall",988,738,250,6715,9,7712,747,6965,0.987951807228916,0.253036437246964,"no","scp_overallno"
"451",0.151,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1262,732,530,6291,5,7558,747,6965,0.979919678714859,0.419968304278922,"no","msqrob2_overallno"
"452",0.151,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",846,728,118,6703,9,7558,747,6965,0.974564926372155,0.139479905437352,"yes","pseudobulk_overallyes"
"453",0.151,"scp","scp","__padj","scp_overall","overall",994,738,256,6709,9,7712,747,6965,0.987951807228916,0.257545271629779,"no","scp_overallno"
"454",0.152,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1264,732,532,6289,5,7558,747,6965,0.979919678714859,0.420886075949367,"no","msqrob2_overallno"
"455",0.152,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",846,728,118,6703,9,7558,747,6965,0.974564926372155,0.139479905437352,"yes","pseudobulk_overallyes"
"456",0.152,"scp","scp","__padj","scp_overall","overall",1003,738,265,6700,9,7712,747,6965,0.987951807228916,0.264207377866401,"no","scp_overallno"
"457",0.153,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1274,732,542,6279,5,7558,747,6965,0.979919678714859,0.425431711145997,"no","msqrob2_overallno"
"458",0.153,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",846,728,118,6703,9,7558,747,6965,0.974564926372155,0.139479905437352,"yes","pseudobulk_overallyes"
"459",0.153,"scp","scp","__padj","scp_overall","overall",1004,738,266,6699,9,7712,747,6965,0.987951807228916,0.264940239043825,"no","scp_overallno"
"460",0.154,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1276,732,544,6277,5,7558,747,6965,0.979919678714859,0.426332288401254,"no","msqrob2_overallno"
"461",0.154,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",846,728,118,6703,9,7558,747,6965,0.974564926372155,0.139479905437352,"yes","pseudobulk_overallyes"
"462",0.154,"scp","scp","__padj","scp_overall","overall",1005,738,267,6698,9,7712,747,6965,0.987951807228916,0.265671641791045,"no","scp_overallno"
"463",0.155,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1276,732,544,6277,5,7558,747,6965,0.979919678714859,0.426332288401254,"no","msqrob2_overallno"
"464",0.155,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",846,728,118,6703,9,7558,747,6965,0.974564926372155,0.139479905437352,"yes","pseudobulk_overallyes"
"465",0.155,"scp","scp","__padj","scp_overall","overall",1005,738,267,6698,9,7712,747,6965,0.987951807228916,0.265671641791045,"no","scp_overallno"
"466",0.156,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1279,732,547,6274,5,7558,747,6965,0.979919678714859,0.427677873338546,"no","msqrob2_overallno"
"467",0.156,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",847,728,119,6702,9,7558,747,6965,0.974564926372155,0.140495867768595,"yes","pseudobulk_overallyes"
"468",0.156,"scp","scp","__padj","scp_overall","overall",1007,738,269,6696,9,7712,747,6965,0.987951807228916,0.267130089374379,"no","scp_overallno"
"469",0.157,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1281,732,549,6272,5,7558,747,6965,0.979919678714859,0.428571428571429,"no","msqrob2_overallno"
"470",0.157,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",847,728,119,6702,9,7558,747,6965,0.974564926372155,0.140495867768595,"yes","pseudobulk_overallyes"
"471",0.157,"scp","scp","__padj","scp_overall","overall",1007,738,269,6696,9,7712,747,6965,0.987951807228916,0.267130089374379,"no","scp_overallno"
"472",0.158,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1283,732,551,6270,5,7558,747,6965,0.979919678714859,0.4294621979735,"no","msqrob2_overallno"
"473",0.158,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",849,728,121,6700,9,7558,747,6965,0.974564926372155,0.142520612485277,"yes","pseudobulk_overallyes"
"474",0.158,"scp","scp","__padj","scp_overall","overall",1010,738,272,6693,9,7712,747,6965,0.987951807228916,0.269306930693069,"no","scp_overallno"
"475",0.159,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1287,732,555,6266,5,7558,747,6965,0.979919678714859,0.431235431235431,"no","msqrob2_overallno"
"476",0.159,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",850,728,122,6699,9,7558,747,6965,0.974564926372155,0.143529411764706,"yes","pseudobulk_overallyes"
"477",0.159,"scp","scp","__padj","scp_overall","overall",1012,738,274,6691,9,7712,747,6965,0.987951807228916,0.270750988142292,"no","scp_overallno"
"478",0.16,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1289,732,557,6264,5,7558,747,6965,0.979919678714859,0.432117920868891,"no","msqrob2_overallno"
"479",0.16,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",851,728,123,6698,9,7558,747,6965,0.974564926372155,0.144535840188014,"yes","pseudobulk_overallyes"
"480",0.16,"scp","scp","__padj","scp_overall","overall",1014,739,275,6690,8,7712,747,6965,0.989290495314592,0.27120315581854,"no","scp_overallno"
"481",0.161,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1297,732,565,6256,5,7558,747,6965,0.979919678714859,0.43562066306862,"no","msqrob2_overallno"
"482",0.161,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",852,728,124,6697,9,7558,747,6965,0.974564926372155,0.145539906103286,"yes","pseudobulk_overallyes"
"483",0.161,"scp","scp","__padj","scp_overall","overall",1016,739,277,6688,8,7712,747,6965,0.989290495314592,0.272637795275591,"no","scp_overallno"
"484",0.162,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1298,732,566,6255,5,7558,747,6965,0.979919678714859,0.436055469953775,"no","msqrob2_overallno"
"485",0.162,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",853,728,125,6696,9,7558,747,6965,0.974564926372155,0.146541617819461,"yes","pseudobulk_overallyes"
"486",0.162,"scp","scp","__padj","scp_overall","overall",1017,739,278,6687,8,7712,747,6965,0.989290495314592,0.273352999016716,"no","scp_overallno"
"487",0.163,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1300,732,568,6253,5,7558,747,6965,0.979919678714859,0.436923076923077,"no","msqrob2_overallno"
"488",0.163,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",854,728,126,6695,9,7558,747,6965,0.974564926372155,0.147540983606557,"yes","pseudobulk_overallyes"
